Generations,Popsize,Neutral,Deleterious,Beneficial
6447,12169,9799,9471,1446
6448,12226,9809,9446,1437
6449,12200,9902,9449,1444
6450,12246,9924,9543,1447
6451,12226,9892,9505,1444
6452,12423,9832,9538,1458
6453,12226,9824,9536,1457
6454,12167,9851,9546,1439
6455,12362,9856,9526,1432
6456,12350,9819,9518,1433
6457,12313,9879,9497,1442
6458,12320,9875,9485,1413
6459,12159,9837,9502,1410
6460,12356,9913,9544,1398
6461,12151,9854,9460,1391
6462,12361,9873,9411,1405
6463,12410,9951,9434,1400
6464,12328,9957,9389,1394
6465,12258,9916,9395,1407
6466,12459,9891,9377,1405
6467,12251,9844,9322,1411
6468,12245,9900,9410,1425
6469,12283,9934,9412,1416
6470,12286,9907,9468,1430
6471,12187,9933,9456,1437
6472,12334,9942,9493,1452
6473,12170,9894,9446,1432
6474,12297,9890,9518,1434
6475,12247,9937,9531,1443
6476,12238,9888,9527,1429
6477,12222,9904,9522,1433
6478,12206,9920,9526,1430
6479,12259,9910,9453,1451
6480,12323,9966,9534,1447
6481,12177,9978,9535,1442
6482,12393,9967,9525,1442
6483,12375,9999,9475,1451
6484,12253,10032,9501,1443
6485,12295,10050,9507,1419
6486,12224,10051,9494,1408
6487,12513,10044,9506,1411
6488,12195,9985,9472,1407
6489,12305,9998,9448,1396
6490,12154,10055,9455,1406
6491,12270,10064,9531,1431
6492,12327,10096,9590,1434
6493,12203,10054,9586,1426
6494,12282,10054,9561,1419
6495,12389,10039,9575,1406
6496,12210,10025,9586,1433
6497,12290,10004,9528,1432
6498,12135,9960,9520,1431
6499,12437,9949,9529,1433
6500,12277,9966,9486,1451
6501,12320,9947,9483,1431
6502,12382,9926,9448,1427
6503,12312,9892,9476,1433
6504,12204,9949,9470,1421
6505,12208,9955,9457,1404
6506,12293,9992,9515,1418
6507,12263,10004,9535,1423
6508,12276,10015,9545,1429
6509,12267,10001,9523,1421
6510,12271,9997,9481,1425
6511,12346,9993,9498,1441
6512,12239,10024,9525,1435
6513,12334,9992,9562,1434
6514,12319,9988,9542,1456
6515,12228,9983,9541,1489
6516,12373,10016,9559,1496
6517,12449,10106,9570,1494
6518,12333,10064,9532,1495
6519,12335,10033,9506,1484
6520,12344,10027,9517,1500
6521,12246,10010,9472,1490
6522,12282,10017,9409,1499
6523,12213,9988,9415,1493
6524,12164,9996,9465,1504
6525,12328,10005,9490,1501
6526,12366,10053,9524,1503
6527,12439,10064,9582,1499
6528,12334,10025,9586,1499
6529,12269,10051,9583,1506
6530,12266,9994,9524,1502
6531,12199,10042,9538,1499
6532,12336,10034,9512,1486
6533,12277,9994,9486,1488
6534,12239,9956,9515,1483
6535,12449,10087,9535,1513
6536,12289,10068,9546,1499
6537,12376,10099,9554,1511
6538,12320,9997,9513,1482
6539,12265,10006,9539,1499
6540,12345,10073,9523,1515
6541,12322,10036,9527,1488
6542,12274,10015,9524,1482
6543,12391,10041,9553,1477
6544,12219,10024,9563,1495
6545,12343,10055,9514,1488
6546,12150,10019,9441,1492
6547,12241,10041,9420,1491
6548,12398,10045,9370,1476
6549,12129,10034,9328,1481
6550,12219,10088,9387,1471
6551,12368,10068,9369,1476
6552,12402,10106,9408,1470
6553,12295,10089,9339,1487
6554,12467,10126,9415,1497
6555,12203,10121,9338,1493
6556,12292,10153,9386,1497
6557,12405,10181,9366,1487
6558,12424,10193,9431,1493
6559,12307,10150,9394,1493
6560,12328,10149,9412,1501
6561,12283,10153,9427,1487
6562,12305,10149,9389,1498
6563,12237,10130,9409,1469
6564,12380,10225,9447,1475
6565,12386,10273,9484,1486
6566,12446,10327,9481,1494
6567,12248,10318,9511,1492
6568,12396,10253,9493,1506
6569,12359,10232,9524,1500
6570,12260,10175,9464,1486
6571,12268,10245,9449,1483
6572,12288,10179,9468,1505
6573,12402,10162,9462,1504
6574,12303,10125,9409,1491
6575,12299,10166,9431,1478
6576,12194,10121,9389,1467
6577,12305,10109,9385,1468
6578,12502,10115,9359,1470
6579,12282,10047,9308,1474
6580,12483,10072,9328,1462
6581,12368,10125,9338,1453
6582,12276,10138,9377,1455
6583,12281,10129,9434,1456
6584,12434,10107,9434,1454
6585,12446,10126,9420,1458
6586,12341,10148,9412,1465
6587,12377,10120,9458,1471
6588,12277,10084,9389,1491
6589,12363,10126,9402,1489
6590,12332,10147,9402,1489
6591,12289,10155,9416,1494
6592,12535,10232,9496,1492
6593,12366,10125,9457,1491
6594,12405,10109,9400,1467
6595,12428,10134,9411,1471
6596,12299,10140,9419,1467
6597,12424,10169,9398,1480
6598,12391,10216,9428,1464
6599,12438,10167,9446,1460
6600,12325,10114,9404,1456
6601,12473,10091,9386,1468
6602,12407,10172,9391,1478
6603,12347,10181,9375,1506
6604,12295,10139,9398,1498
6605,12269,10127,9414,1491
6606,12407,10110,9427,1481
6607,12261,10119,9415,1482
6608,12553,10156,9465,1478
6609,12362,10161,9382,1475
6610,12489,10185,9369,1469
6611,12384,10155,9355,1469
6612,12563,10188,9393,1483
6613,12241,10145,9293,1471
6614,12346,10122,9342,1479
6615,12292,10126,9357,1474
6616,12538,10192,9416,1482
6617,12247,10177,9421,1508
6618,12350,10150,9368,1493
6619,12415,10167,9458,1495
6620,12439,10162,9507,1474
6621,12441,10145,9551,1473
6622,12301,10068,9421,1489
6623,12309,10088,9421,1467
6624,12433,10051,9371,1469
6625,12355,10079,9367,1466
6626,12410,10087,9419,1456
6627,12459,10077,9400,1459
6628,12407,10072,9495,1441
6629,12362,10086,9437,1445
6630,12370,10124,9381,1445
6631,12478,10119,9368,1461
6632,12419,10126,9403,1472
6633,12397,10134,9466,1489
6634,12325,10172,9518,1477
6635,12346,10184,9437,1469
6636,12388,10176,9485,1452
6637,12253,10128,9451,1458
6638,12337,10194,9496,1470
6639,12320,10208,9476,1457
6640,12519,10267,9530,1462
6641,12375,10284,9529,1454
6642,12463,10272,9550,1465
6643,12444,10251,9510,1458
6644,12282,10213,9433,1479
6645,12478,10245,9420,1494
6646,12370,10132,9408,1473
6647,12401,10149,9452,1489
6648,12358,10154,9477,1490
6649,12447,10170,9575,1488
6650,12426,10179,9526,1500
6651,12366,10208,9546,1501
6652,12309,10143,9501,1491
6653,12357,10163,9565,1494
6654,12421,10086,9579,1514
6655,12440,10057,9581,1494
6656,12563,10068,9632,1490
6657,12544,10081,9644,1470
6658,12376,10046,9609,1461
6659,12375,10077,9561,1475
6660,12414,10134,9583,1503
6661,12467,10109,9615,1522
6662,12454,10133,9605,1524
6663,12506,10156,9675,1512
6664,12435,10101,9645,1511
6665,12515,10108,9653,1491
6666,12416,10102,9684,1495
6667,12397,10063,9633,1494
6668,12380,10039,9659,1488
6669,12307,10046,9627,1490
6670,12513,10113,9617,1488
6671,12324,10094,9579,1487
6672,12477,10110,9561,1483
6673,12448,10068,9650,1508
6674,12439,10064,9571,1484
6675,12357,10075,9530,1497
6676,12522,10089,9582,1498
6677,12549,10116,9639,1506
6678,12440,10090,9640,1504
6679,12423,10121,9588,1521
6680,12396,10120,9591,1498
6681,12560,10171,9587,1509
6682,12533,10192,9615,1520
6683,12290,10177,9575,1494
6684,12504,10147,9621,1476
6685,12461,10140,9544,1473
6686,12381,10216,9533,1477
6687,12498,10228,9569,1491
6688,12501,10182,9628,1518
6689,12407,10182,9612,1540
6690,12332,10213,9669,1508
6691,12520,10215,9655,1509
6692,12406,10247,9612,1511
6693,12482,10198,9660,1488
6694,12406,10208,9702,1502
6695,12505,10212,9695,1512
6696,12401,10193,9640,1505
6697,12528,10213,9678,1506
6698,12366,10173,9745,1510
6699,12460,10266,9709,1496
6700,12382,10269,9720,1485
6701,12448,10254,9683,1500
6702,12387,10225,9711,1491
6703,12355,10203,9736,1475
6704,12398,10235,9750,1480
6705,12495,10288,9737,1479
6706,12397,10207,9699,1477
6707,12344,10209,9667,1462
6708,12484,10210,9680,1467
6709,12522,10257,9692,1466
6710,12578,10287,9701,1466
6711,12413,10243,9649,1485
6712,12410,10210,9663,1480
6713,12424,10211,9729,1489
6714,12637,10258,9812,1488
6715,12340,10210,9757,1495
6716,12571,10184,9736,1493
6717,12468,10182,9796,1500
6718,12405,10213,9798,1501
6719,12451,10225,9842,1478
6720,12493,10169,9845,1491
6721,12518,10179,9819,1504
6722,12531,10167,9786,1500
6723,12501,10160,9838,1501
6724,12326,10169,9762,1505
6725,12525,10180,9811,1526
6726,12452,10189,9799,1515
6727,12455,10216,9798,1505
6728,12358,10231,9793,1497
6729,12321,10246,9792,1515
6730,12314,10249,9779,1523
6731,12382,10294,9787,1515
6732,12433,10321,9798,1503
6733,12422,10341,9751,1504
6734,12416,10325,9729,1507
6735,12455,10364,9738,1499
6736,12392,10353,9737,1505
6737,12434,10308,9687,1512
6738,12536,10368,9683,1509
6739,12407,10379,9686,1517
6740,12541,10377,9773,1520
6741,12333,10353,9735,1498
6742,12460,10340,9809,1497
6743,12371,10371,9823,1487
6744,12360,10371,9844,1486
6745,12436,10381,9899,1490
6746,12523,10397,9902,1493
6747,12559,10367,9957,1511
6748,12494,10418,9909,1510
6749,12435,10391,9876,1497
6750,12472,10332,9878,1507
6751,12577,10341,9843,1499
6752,12557,10302,9862,1505
6753,12469,10282,9804,1499
6754,12618,10316,9832,1496
6755,12499,10329,9810,1488
6756,12424,10318,9807,1495
6757,12355,10297,9729,1496
6758,12454,10395,9757,1494
6759,12515,10453,9776,1482
6760,12481,10388,9799,1488
6761,12393,10349,9782,1487
6762,12390,10381,9747,1508
6763,12547,10403,9735,1502
6764,12505,10366,9748,1506
6765,12392,10291,9697,1509
6766,12469,10323,9669,1507
6767,12442,10270,9674,1520
6768,12421,10297,9680,1524
6769,12451,10316,9696,1518
6770,12556,10335,9662,1522
6771,12359,10284,9647,1510
6772,12439,10247,9656,1517
6773,12442,10254,9659,1499
6774,12387,10285,9656,1481
6775,12551,10304,9707,1473
6776,12456,10290,9751,1474
6777,12612,10295,9761,1503
6778,12500,10271,9750,1500
6779,12468,10213,9774,1501
6780,12450,10224,9772,1499
6781,12547,10250,9810,1507
6782,12382,10235,9813,1502
6783,12353,10225,9748,1477
6784,12633,10203,9767,1466
6785,12417,10175,9707,1450
6786,12688,10257,9763,1468
6787,12430,10266,9736,1481
6788,12536,10283,9764,1481
6789,12497,10273,9807,1466
6790,12443,10248,9804,1482
6791,12503,10335,9701,1481
6792,12341,10347,9641,1467
6793,12507,10374,9719,1466
6794,12586,10344,9732,1470
6795,12474,10395,9711,1458
6796,12456,10368,9657,1468
6797,12552,10422,9707,1455
6798,12562,10457,9675,1462
6799,12539,10403,9693,1449
6800,12550,10351,9760,1470
6801,12610,10343,9776,1474
6802,12527,10338,9749,1486
6803,12592,10332,9744,1484
6804,12676,10399,9709,1475
6805,12586,10359,9717,1487
6806,12478,10348,9644,1493
6807,12553,10393,9617,1504
6808,12537,10393,9626,1480
6809,12549,10364,9537,1471
6810,12459,10381,9588,1489
6811,12569,10390,9640,1471
6812,12638,10369,9683,1480
6813,12534,10404,9683,1468
6814,12639,10432,9759,1460
6815,12550,10414,9740,1473
6816,12523,10386,9736,1464
6817,12443,10325,9721,1451
6818,12593,10347,9775,1474
6819,12493,10398,9763,1466
6820,12373,10345,9795,1463
6821,12394,10397,9767,1445
6822,12364,10427,9745,1440
6823,12505,10407,9752,1448
6824,12623,10411,9801,1464
6825,12500,10378,9804,1464
6826,12531,10308,9791,1468
6827,12386,10314,9754,1442
6828,12642,10339,9806,1440
6829,12515,10331,9789,1452
6830,12532,10385,9806,1446
6831,12564,10382,9835,1452
6832,12648,10362,9778,1458
6833,12477,10357,9781,1458
6834,12481,10375,9791,1455
6835,12320,10393,9821,1452
6836,12399,10401,9813,1453
6837,12560,10333,9826,1479
6838,12463,10342,9837,1490
6839,12479,10384,9794,1489
6840,12351,10290,9729,1485
6841,12506,10344,9703,1481
6842,12590,10399,9746,1499
6843,12568,10383,9772,1503
6844,12472,10402,9765,1488
6845,12605,10364,9803,1506
6846,12516,10376,9772,1509
6847,12544,10386,9805,1506
6848,12536,10335,9818,1514
6849,12560,10322,9756,1489
6850,12523,10336,9754,1464
6851,12690,10354,9753,1465
6852,12453,10315,9734,1470
6853,12647,10296,9703,1488
6854,12621,10304,9724,1488
6855,12445,10272,9720,1485
6856,12573,10299,9715,1490
6857,12607,10285,9751,1498
6858,12650,10298,9721,1508
6859,12592,10277,9740,1503
6860,12600,10262,9767,1513
6861,12647,10250,9782,1510
6862,12491,10223,9774,1496
6863,12695,10246,9786,1505
6864,12386,10255,9721,1489
6865,12618,10246,9775,1478
6866,12483,10233,9744,1464
6867,12745,10295,9838,1471
6868,12627,10284,9811,1478
6869,12530,10273,9852,1477
6870,12718,10261,9875,1492
6871,12551,10253,9911,1474
6872,12593,10304,9938,1473
6873,12622,10278,9962,1495
6874,12567,10332,9989,1484
6875,12687,10349,9973,1486
6876,12506,10241,9925,1476
6877,12493,10259,9887,1488
6878,12533,10251,9876,1479
6879,12575,10271,9856,1486
6880,12462,10315,9834,1496
6881,12638,10281,9782,1498
6882,12703,10340,9879,1489
6883,12621,10341,9903,1502
6884,12603,10250,9841,1496
6885,12531,10239,9859,1516
6886,12637,10297,9854,1524
6887,12693,10280,9796,1507
6888,12542,10291,9761,1501
6889,12655,10253,9791,1479
6890,12561,10265,9817,1472
6891,12583,10253,9851,1471
6892,12593,10244,9891,1460
6893,12612,10272,9825,1473
6894,12570,10264,9856,1469
6895,12528,10292,9874,1481
6896,12622,10332,9865,1488
6897,12732,10336,9897,1503
6898,12598,10353,9832,1478
6899,12544,10357,9847,1487
6900,12621,10306,9781,1475
6901,12769,10367,9810,1491
6902,12720,10391,9766,1482
6903,12577,10401,9743,1465
6904,12699,10381,9752,1457
6905,12615,10357,9785,1460
6906,12604,10322,9750,1456
6907,12631,10399,9806,1452
6908,12458,10303,9758,1447
6909,12569,10331,9878,1452
6910,12438,10263,9848,1428
6911,12626,10231,9865,1439
6912,12703,10233,9843,1444
6913,12675,10209,9852,1455
6914,12513,10192,9824,1471
6915,12654,10183,9879,1465
6916,12635,10228,9909,1463
6917,12689,10271,9924,1456
6918,12630,10304,9937,1457
6919,12539,10317,9918,1450
6920,12655,10321,9929,1465
6921,12586,10314,9908,1474
6922,12544,10245,9918,1464
6923,12592,10243,9971,1480
6924,12568,10288,9861,1469
6925,12670,10268,9888,1472
6926,12574,10284,9869,1481
6927,12658,10244,9864,1481
6928,12521,10252,9872,1467
6929,12577,10241,9858,1481
6930,12679,10238,9822,1477
6931,12664,10244,9884,1498
6932,12488,10152,9817,1493
6933,12575,10153,9814,1486
6934,12568,10191,9817,1473
6935,12536,10235,9839,1499
6936,12527,10215,9829,1494
6937,12648,10179,9796,1499
6938,12639,10194,9830,1484
6939,12581,10235,9790,1488
6940,12558,10229,9816,1471
6941,12645,10236,9859,1493
6942,12428,10229,9822,1485
6943,12697,10227,9814,1486
6944,12651,10204,9828,1475
6945,12647,10160,9859,1462
6946,12652,10094,9830,1459
6947,12595,10148,9834,1469
6948,12722,10180,9809,1473
6949,12650,10232,9833,1456
6950,12661,10229,9792,1472
6951,12772,10261,9801,1474
6952,12726,10272,9907,1472
6953,12567,10266,9858,1469
6954,12683,10238,9905,1464
6955,12777,10229,9978,1484
6956,12595,10228,9919,1466
6957,12590,10230,9933,1478
6958,12654,10180,9980,1480
6959,12724,10269,9947,1492
6960,12590,10257,9926,1490
6961,12692,10298,9948,1513
6962,12594,10306,9978,1510
6963,12684,10284,9952,1506
6964,12682,10264,9938,1517
6965,12558,10250,9931,1482
6966,12448,10303,9930,1498
6967,12623,10311,9944,1490
6968,12703,10296,9900,1492
6969,12484,10283,9933,1478
6970,12721,10317,9958,1462
6971,12646,10330,9916,1468
6972,12769,10397,9967,1464
6973,12714,10349,9991,1459
6974,12697,10375,9982,1463
6975,12702,10326,9956,1453
6976,12548,10379,9905,1443
6977,12597,10389,9869,1443
6978,12766,10337,9846,1432
6979,12666,10306,9811,1428
6980,12580,10285,9825,1430
6981,12743,10301,9863,1444
6982,12625,10316,9850,1450
6983,12725,10371,9897,1439
6984,12596,10328,9872,1431
6985,12689,10323,9870,1438
6986,12705,10337,9869,1443
6987,12813,10386,9852,1466
6988,12581,10412,9834,1444
6989,12729,10464,9901,1457
6990,12723,10437,9905,1447
6991,12532,10418,9882,1467
6992,12562,10426,9868,1486
6993,12704,10416,9823,1495
6994,12564,10461,9840,1470
6995,12711,10410,9885,1465
6996,12568,10405,9809,1462
6997,12663,10435,9872,1473
6998,12777,10483,9903,1477
6999,12534,10410,9849,1448
7000,12697,10374,9867,1473
7001,12547,10388,9855,1482
7002,12585,10390,9868,1482
7003,12720,10410,9869,1487
7004,12661,10392,9914,1489
7005,12592,10410,9940,1486
7006,12651,10405,9889,1474
7007,12659,10400,9890,1485
7008,12781,10389,9859,1489
7009,12639,10337,9807,1487
7010,12715,10331,9821,1477
7011,12749,10350,9866,1493
7012,12823,10357,9857,1494
7013,12666,10331,9865,1503
7014,12776,10368,9900,1507
7015,12636,10333,9833,1497
7016,12734,10354,9834,1485
7017,12712,10318,9776,1492
7018,12685,10370,9738,1490
7019,12600,10292,9754,1475
7020,12615,10330,9758,1476
7021,12533,10382,9723,1470
7022,12593,10430,9760,1464
7023,12676,10409,9752,1471
7024,12514,10365,9722,1470
7025,12642,10400,9714,1484
7026,12508,10284,9668,1480
7027,12626,10343,9686,1484
7028,12624,10332,9659,1477
7029,12678,10332,9743,1466
7030,12780,10318,9752,1482
7031,12536,10269,9711,1470
7032,12734,10355,9744,1473
7033,12601,10324,9736,1454
7034,12717,10336,9774,1459
7035,12521,10358,9703,1462
7036,12545,10342,9682,1462
7037,12700,10357,9755,1476
7038,12727,10408,9758,1475
7039,12690,10415,9766,1489
7040,12655,10396,9808,1504
7041,12726,10420,9798,1524
7042,12742,10448,9834,1551
7043,12678,10434,9874,1530
7044,12730,10384,9838,1527
7045,12666,10391,9829,1532
7046,12636,10360,9783,1516
7047,12677,10433,9805,1515
7048,12805,10445,9753,1523
7049,12615,10426,9704,1492
7050,12777,10452,9716,1505
7051,12625,10372,9770,1508
7052,12626,10387,9800,1524
7053,12612,10410,9856,1522
7054,12827,10371,9821,1509
7055,12694,10370,9847,1498
7056,12639,10365,9778,1502
7057,12617,10352,9800,1497
7058,12720,10399,9817,1490
7059,12685,10369,9737,1494
7060,12868,10378,9772,1500
7061,12870,10354,9769,1507
7062,12703,10318,9733,1505
7063,12895,10383,9765,1506
7064,12771,10373,9765,1507
7065,12812,10439,9762,1493
7066,12692,10381,9768,1503
7067,12668,10401,9782,1490
7068,12608,10395,9812,1502
7069,12636,10426,9873,1497
7070,12765,10427,9849,1509
7071,12758,10416,9830,1496
7072,12681,10422,9831,1490
7073,12791,10411,9828,1494
7074,12748,10459,9809,1501
7075,12725,10452,9805,1511
7076,12755,10408,9860,1519
7077,12931,10443,9957,1512
7078,12768,10408,9952,1511
7079,12713,10423,9914,1497
7080,12819,10419,9920,1515
7081,12761,10416,9836,1500
7082,12864,10460,9851,1495
7083,12610,10401,9857,1496
7084,12756,10466,9877,1503
7085,12815,10458,9901,1510
7086,12720,10465,9833,1507
7087,12630,10440,9845,1499
7088,12762,10493,9828,1502
7089,12701,10437,9798,1516
7090,12785,10442,9780,1515
7091,12676,10356,9717,1497
7092,12689,10407,9677,1501
7093,12768,10402,9723,1508
7094,12734,10406,9725,1496
7095,12839,10397,9801,1496
7096,12732,10436,9869,1519
7097,12662,10412,9826,1530
7098,12789,10451,9832,1527
7099,12875,10496,9850,1508
7100,12916,10497,9863,1493
7101,12805,10476,9917,1510
7102,12796,10496,9913,1516
7103,12714,10501,9892,1514
7104,12737,10479,9910,1519
7105,12785,10454,9895,1507
7106,12748,10434,9912,1503
7107,12764,10469,9883,1502
7108,12650,10471,9839,1504
7109,12692,10489,9892,1511
7110,12655,10430,9892,1503
7111,12767,10381,9884,1510
7112,12696,10377,9838,1505
7113,12736,10393,9898,1522
7114,12575,10411,9842,1508
7115,12840,10420,9879,1532
7116,12779,10396,9860,1525
7117,12743,10406,9851,1521
7118,12660,10428,9777,1514
7119,12689,10433,9751,1502
7120,12826,10457,9757,1494
7121,12678,10463,9763,1499
7122,12736,10424,9749,1511
7123,12700,10417,9781,1517
7124,12804,10389,9855,1512
7125,12834,10379,9759,1511
7126,12809,10368,9731,1516
7127,12724,10360,9755,1517
7128,12755,10374,9742,1530
7129,12796,10348,9782,1529
7130,12896,10383,9838,1544
7131,12670,10349,9791,1515
7132,12738,10352,9820,1511
7133,12703,10304,9817,1536
7134,12711,10328,9858,1518
7135,12573,10354,9819,1496
7136,12761,10353,9837,1505
7137,12702,10350,9826,1504
7138,12722,10383,9764,1517
7139,12775,10379,9739,1501
7140,12854,10415,9798,1518
7141,12705,10452,9776,1524
7142,12772,10466,9769,1494
7143,12770,10536,9784,1503
7144,12694,10485,9814,1489
7145,12615,10442,9790,1500
7146,12763,10454,9758,1506
7147,12713,10427,9763,1522
7148,12770,10489,9812,1521
7149,12751,10442,9800,1508
7150,12778,10494,9832,1509
7151,12743,10509,9803,1502
7152,12778,10486,9851,1494
7153,12722,10473,9872,1499
7154,12849,10523,9909,1500
7155,12769,10476,9889,1501
7156,12831,10417,9860,1518
7157,12827,10417,9879,1506
7158,12708,10414,9825,1514
7159,12768,10476,9816,1502
7160,12795,10411,9767,1505
7161,12909,10420,9772,1515
7162,12617,10412,9734,1514
7163,12763,10371,9791,1513
7164,12815,10344,9807,1511
7165,12702,10327,9801,1503
7166,12879,10356,9787,1510
7167,12827,10350,9808,1508
7168,12853,10352,9837,1498
7169,12670,10374,9856,1476
7170,12890,10380,9915,1471
7171,12683,10361,9846,1481
7172,12823,10370,9860,1458
7173,12711,10375,9896,1459
7174,12670,10364,9872,1467
7175,12735,10326,9826,1467
7176,12632,10338,9887,1476
7177,12730,10364,9940,1472
7178,12776,10384,9904,1486
7179,12884,10495,9913,1501
7180,12649,10441,9858,1486
7181,12699,10420,9870,1478
7182,12651,10451,9867,1469
7183,12806,10465,9927,1469
7184,12735,10448,9971,1475
7185,12632,10461,9942,1468
7186,12769,10434,9930,1471
7187,12916,10410,9894,1473
7188,12672,10454,9966,1465
7189,12914,10472,9982,1468
7190,12732,10454,10030,1473
7191,12818,10468,10080,1491
7192,12836,10479,10027,1505
7193,12685,10478,10003,1507
7194,12884,10460,9986,1514
7195,12845,10409,10035,1531
7196,12771,10407,10005,1516
7197,12797,10429,9959,1522
7198,12754,10376,9929,1515
7199,12768,10371,9942,1518
7200,12721,10340,9936,1518
7201,12774,10417,9909,1507
7202,12786,10413,9922,1503
7203,12951,10449,9900,1510
7204,12732,10387,9890,1522
7205,12870,10415,9962,1514
7206,12915,10407,9990,1520
7207,12805,10411,9990,1524
7208,12799,10411,9982,1509
7209,12740,10396,9973,1488
7210,12840,10429,9976,1469
7211,12712,10428,9938,1466
7212,12832,10390,9910,1461
7213,12710,10352,9864,1454
7214,12676,10373,9881,1477
7215,12741,10327,9813,1462
7216,12818,10318,9852,1459
7217,12701,10352,9861,1442
7218,12705,10353,9932,1454
7219,12867,10396,9923,1449
7220,12807,10370,9932,1435
7221,12779,10430,9908,1426
7222,12871,10410,9887,1432
7223,12730,10413,9842,1429
7224,12845,10360,9819,1450
7225,12936,10415,9837,1461
7226,13011,10511,9856,1465
7227,12792,10449,9841,1465
7228,12775,10418,9788,1467
7229,12828,10371,9814,1451
7230,12865,10342,9822,1464
7231,12910,10332,9854,1469
7232,12748,10375,9868,1465
7233,12912,10394,9821,1453
7234,12913,10423,9955,1463
7235,12917,10412,9916,1451
7236,12706,10385,9885,1458
7237,12724,10343,9925,1465
7238,12806,10346,9930,1453
7239,12700,10395,9898,1446
7240,12839,10447,9941,1467
7241,12894,10468,9935,1473
7242,12723,10469,9900,1467
7243,12752,10494,9874,1467
7244,12795,10512,9849,1455
7245,12914,10485,9906,1472
7246,12910,10494,9896,1452
7247,12730,10474,9900,1436
7248,12797,10504,9884,1443
7249,12698,10496,9833,1444
7250,12792,10534,9856,1443
7251,12757,10525,9872,1439
7252,12756,10509,9887,1457
7253,12825,10490,9928,1439
7254,12707,10401,9853,1427
7255,12824,10415,9866,1438
7256,12764,10445,9852,1437
7257,12843,10397,9909,1439
7258,12647,10427,9805,1433
7259,12769,10415,9824,1425
7260,12983,10446,9867,1429
7261,12748,10448,9843,1434
7262,12676,10442,9791,1439
7263,12744,10424,9798,1448
7264,12758,10422,9814,1462
7265,12844,10410,9840,1445
7266,12911,10490,9927,1443
7267,12917,10576,9905,1451
7268,12946,10608,10036,1456
7269,12699,10597,9989,1457
7270,12698,10561,9932,1452
7271,12931,10611,9946,1466
7272,12715,10572,9933,1468
7273,12784,10625,9949,1466
7274,12895,10577,9979,1443
7275,12879,10612,9999,1440
7276,12703,10519,9932,1443
7277,12783,10542,9890,1443
7278,12878,10492,9894,1429
7279,12834,10497,9854,1424
7280,12859,10508,9920,1414
7281,12976,10504,9992,1422
7282,12911,10512,9960,1430
7283,12840,10512,9904,1436
7284,12936,10482,9885,1431
7285,12774,10472,9927,1468
7286,12844,10484,9929,1487
7287,12834,10537,9861,1476
7288,12788,10498,9873,1486
7289,12810,10532,9870,1466
7290,12686,10493,9915,1454
7291,12778,10484,9928,1470
7292,12805,10412,9950,1457
7293,12811,10445,10032,1486
7294,12671,10463,10073,1485
7295,12916,10515,10042,1486
7296,12918,10543,10038,1479
7297,12785,10586,10033,1495
7298,12778,10596,10039,1477
7299,12834,10570,10067,1454
7300,12892,10558,10024,1456
7301,12761,10614,10006,1470
7302,12867,10594,10017,1470
7303,12743,10658,10009,1472
7304,12849,10694,10012,1486
7305,12837,10683,10057,1503
7306,12806,10612,10039,1480
7307,12847,10543,10037,1464
7308,12895,10589,10052,1462
7309,12913,10572,10019,1462
7310,12907,10586,10085,1478
7311,12891,10584,10085,1486
7312,13013,10589,10105,1495
7313,12731,10563,10061,1503
7314,13030,10607,10067,1512
7315,12821,10653,10053,1491
7316,12779,10613,10059,1483
7317,12896,10704,10099,1471
7318,12832,10741,10129,1460
7319,12748,10657,10131,1467
7320,12872,10624,10191,1460
7321,12919,10583,10200,1458
7322,12804,10588,10178,1465
7323,12826,10552,10202,1474
7324,12867,10501,10200,1470
7325,12995,10591,10205,1471
7326,12964,10572,10189,1462
7327,12799,10540,10210,1471
7328,12838,10434,10201,1458
7329,12714,10477,10268,1465
7330,12890,10498,10196,1468
7331,12844,10501,10176,1475
7332,12850,10498,10100,1463
7333,12893,10519,10080,1464
7334,12867,10603,10084,1462
7335,12784,10491,10077,1469
7336,12807,10449,10179,1476
7337,12855,10546,10206,1499
7338,12729,10532,10167,1488
7339,12867,10545,10207,1498
7340,12885,10502,10200,1494
7341,12926,10534,10240,1473
7342,13036,10569,10225,1486
7343,12992,10605,10157,1484
7344,12887,10619,10219,1494
7345,12810,10646,10202,1509
7346,12998,10670,10194,1490
7347,13055,10735,10226,1500
7348,13021,10768,10199,1492
7349,12821,10705,10140,1470
7350,12817,10622,10131,1457
7351,12822,10614,10149,1467
7352,12715,10595,10090,1473
7353,12875,10631,10060,1471
7354,12868,10604,10057,1485
7355,12906,10668,10147,1493
7356,12878,10616,10093,1491
7357,12783,10637,10150,1495
7358,12996,10686,10133,1487
7359,12904,10713,10148,1490
7360,12888,10661,10064,1489
7361,12839,10622,10060,1500
7362,12868,10622,10027,1491
7363,12932,10595,10074,1492
7364,12824,10601,10056,1492
7365,12885,10646,10023,1504
7366,13007,10697,10128,1493
7367,12882,10709,10153,1477
7368,12859,10716,10115,1465
7369,12920,10683,10112,1472
7370,12909,10625,10086,1488
7371,12902,10631,10147,1497
7372,12908,10586,10118,1486
7373,12837,10618,10065,1494
7374,12743,10554,10040,1476
7375,13038,10630,10067,1477
7376,13038,10636,10014,1466
7377,13025,10613,10092,1479
