Generations,Popsize,Neutral,Deleterious,Beneficial
2905,10182,8312,8054,1172
2906,10165,8321,8025,1145
2907,10095,8288,8003,1150
2908,10353,8285,8040,1170
2909,10181,8275,8092,1152
2910,10110,8269,8063,1173
2911,10231,8285,8022,1157
2912,10103,8262,7978,1142
2913,10085,8265,7999,1145
2914,10080,8290,7985,1140
2915,10264,8365,7990,1142
2916,10079,8355,7933,1131
2917,10249,8343,8021,1127
2918,10175,8338,8009,1135
2919,10074,8329,7986,1139
2920,10203,8338,7998,1125
2921,10191,8310,7995,1122
2922,10192,8338,7963,1119
2923,10127,8327,7959,1120
2924,10200,8288,7929,1121
2925,10186,8229,7931,1116
2926,10057,8220,7917,1115
2927,10150,8256,7874,1128
2928,10131,8234,7881,1121
2929,10168,8240,7911,1121
2930,10215,8295,7913,1128
2931,10274,8293,7965,1121
2932,10151,8303,7960,1124
2933,10164,8334,7979,1120
2934,10078,8273,7959,1111
2935,10171,8302,7943,1107
2936,10112,8269,7966,1121
2937,10089,8310,8019,1118
2938,10213,8312,8055,1120
2939,10201,8331,8081,1109
2940,10098,8333,8070,1129
2941,10173,8313,8024,1135
2942,10227,8273,8040,1134
2943,10302,8250,8053,1152
2944,10202,8266,8008,1128
2945,10239,8270,8069,1142
2946,10240,8298,8050,1119
2947,10168,8312,8017,1116
2948,10102,8355,7982,1121
2949,10257,8396,8047,1141
2950,10223,8359,8017,1141
2951,10163,8366,8016,1130
2952,10218,8386,7998,1122
2953,10092,8391,8013,1132
2954,10228,8357,8023,1146
2955,10238,8349,7995,1132
2956,10124,8370,7961,1137
2957,10201,8360,8049,1123
2958,10224,8368,8064,1120
2959,10227,8317,8078,1146
2960,10111,8310,8079,1143
2961,10289,8379,8109,1145
2962,10267,8398,8065,1154
2963,10210,8383,8075,1147
2964,10218,8377,8049,1148
2965,10214,8337,8058,1134
2966,10149,8308,8082,1140
2967,10270,8335,8122,1146
2968,10189,8286,8106,1132
2969,10198,8223,8100,1131
2970,10203,8238,8091,1138
2971,10097,8267,8074,1142
2972,10241,8256,8052,1143
2973,10270,8269,8027,1135
2974,10199,8276,8016,1135
2975,10161,8293,8028,1136
2976,10175,8236,8003,1126
2977,10167,8281,8057,1136
2978,10259,8313,8060,1167
2979,10292,8342,8101,1157
2980,10236,8285,8142,1137
2981,10348,8338,8143,1147
2982,10132,8313,8111,1141
2983,9916,8259,8066,1153
2984,10200,8288,8112,1144
2985,10157,8290,8068,1125
2986,10204,8270,8074,1120
2987,10127,8267,8093,1131
2988,10266,8296,8103,1133
2989,10170,8271,8026,1141
2990,10236,8279,8045,1141
2991,10176,8317,8021,1150
2992,10336,8311,8028,1150
2993,10254,8349,8067,1132
2994,10248,8409,8063,1138
2995,10136,8341,8021,1126
2996,10203,8323,8051,1132
2997,10232,8297,8070,1125
2998,10263,8290,7995,1128
2999,10176,8324,8039,1122
3000,10235,8338,8037,1118
3001,10191,8411,8084,1130
3002,10194,8396,8079,1141
3003,10096,8358,8078,1147
3004,10177,8354,8073,1134
3005,10127,8305,8083,1126
3006,10370,8314,8022,1131
3007,10236,8321,8101,1143
3008,10188,8327,8150,1153
3009,10252,8361,8112,1158
3010,10098,8346,8048,1156
3011,10089,8363,8082,1158
3012,10285,8352,8144,1139
3013,10239,8314,8130,1153
3014,10194,8260,8137,1166
3015,10172,8205,8115,1155
3016,10252,8174,8118,1158
3017,10129,8221,8083,1143
3018,10208,8239,8043,1160
3019,10125,8231,8041,1168
3020,10206,8261,8015,1177
3021,10132,8229,8019,1168
3022,10260,8214,8006,1184
3023,10225,8231,8040,1184
3024,10196,8211,8027,1188
3025,10279,8239,8085,1183
3026,10318,8257,8050,1194
3027,10244,8238,7998,1186
3028,10276,8307,8036,1188
3029,10383,8357,8050,1188
3030,10263,8356,8055,1196
3031,10167,8316,8084,1166
3032,10219,8334,8096,1157
3033,10305,8340,8111,1156
3034,10091,8300,8085,1173
3035,10149,8321,8135,1173
3036,10176,8315,8100,1182
3037,10184,8335,8123,1175
3038,10218,8368,8135,1175
3039,10294,8402,8102,1171
3040,10248,8416,8089,1160
3041,10123,8369,8073,1162
3042,10232,8334,8009,1155
3043,10235,8354,7981,1158
3044,10227,8440,7944,1167
3045,10101,8360,7905,1137
3046,10329,8397,7966,1146
3047,10183,8400,7957,1146
3048,10245,8385,7966,1150
3049,10323,8406,7992,1156
3050,10146,8357,7955,1138
3051,10204,8406,7984,1151
3052,10213,8382,8013,1157
3053,10230,8433,8029,1181
3054,10236,8378,8001,1164
3055,10132,8364,8014,1159
3056,10162,8374,7963,1152
3057,10243,8415,8058,1168
3058,10147,8408,8089,1191
3059,10266,8434,8125,1180
3060,10175,8411,8157,1165
3061,10183,8383,8130,1152
3062,10124,8388,8149,1169
3063,10198,8456,8169,1173
3064,10299,8495,8200,1172
3065,10110,8459,8181,1182
3066,10249,8467,8173,1172
3067,10165,8465,8155,1160
3068,10161,8458,8143,1178
3069,10267,8478,8155,1181
3070,10319,8510,8136,1174
3071,10194,8523,8168,1156
3072,10134,8491,8109,1127
3073,10227,8475,8101,1121
3074,10261,8484,8183,1138
3075,10275,8524,8194,1126
3076,10210,8505,8153,1150
3077,10224,8507,8188,1149
3078,10251,8548,8210,1144
3079,10260,8519,8145,1143
3080,10287,8483,8104,1127
3081,10162,8493,8098,1133
3082,10215,8539,8129,1138
3083,10191,8555,8093,1162
3084,10214,8518,8109,1154
3085,10347,8510,8111,1165
3086,10314,8480,8105,1163
3087,10349,8526,8107,1166
3088,10175,8456,8105,1150
3089,10296,8493,8153,1158
3090,10404,8476,8122,1145
3091,10412,8524,8169,1152
3092,10290,8505,8139,1151
3093,10174,8506,8118,1175
3094,10357,8541,8108,1173
3095,10160,8508,8065,1162
3096,10276,8471,8134,1157
3097,10280,8474,8183,1159
3098,10241,8485,8190,1160
3099,10268,8501,8102,1153
3100,10374,8483,8136,1143
3101,10285,8484,8097,1149
3102,10231,8452,8106,1146
3103,10232,8402,8118,1151
3104,10266,8443,8077,1136
3105,10236,8399,8011,1131
3106,10303,8422,8058,1153
3107,10254,8409,8048,1138
3108,10219,8394,8077,1145
3109,10147,8427,8084,1137
3110,10304,8451,8104,1141
3111,10282,8423,8143,1140
3112,10283,8449,8151,1155
3113,10260,8471,8166,1148
3114,10207,8434,8109,1144
3115,10286,8428,8163,1144
3116,10288,8452,8176,1148
3117,10370,8458,8147,1154
3118,10228,8454,8109,1145
3119,10218,8430,8122,1144
3120,10360,8526,8101,1153
3121,10244,8534,8174,1170
3122,10191,8488,8187,1174
3123,10405,8504,8238,1188
3124,10360,8544,8228,1176
3125,10219,8529,8238,1175
3126,10153,8488,8248,1142
3127,10231,8480,8181,1140
3128,10214,8462,8162,1157
3129,10233,8486,8198,1169
3130,10385,8482,8241,1168
3131,10240,8487,8216,1147
3132,10308,8490,8233,1135
3133,10178,8437,8177,1133
3134,10247,8439,8215,1132
3135,10221,8426,8172,1124
3136,10235,8374,8186,1123
3137,10190,8406,8220,1136
3138,10215,8431,8254,1129
3139,10196,8410,8190,1126
3140,10231,8396,8205,1132
3141,10168,8385,8211,1134
3142,10252,8420,8251,1137
3143,10272,8443,8281,1129
3144,10245,8380,8329,1129
3145,10236,8364,8351,1096
3146,10243,8366,8320,1106
3147,10309,8333,8316,1107
3148,10181,8307,8270,1115
3149,10277,8302,8255,1128
3150,10243,8318,8194,1137
3151,10140,8326,8230,1147
3152,10356,8318,8206,1148
3153,10226,8277,8163,1144
3154,10279,8283,8072,1145
3155,10234,8296,8123,1151
3156,10327,8295,8133,1157
3157,10256,8324,8082,1167
3158,10233,8291,8104,1149
3159,10206,8290,8112,1148
3160,10208,8271,8054,1149
3161,10342,8343,8086,1157
3162,10194,8347,8099,1156
3163,10136,8393,8130,1131
3164,10225,8360,8072,1124
3165,10354,8420,8114,1129
3166,10213,8408,8102,1143
3167,10278,8388,8129,1142
3168,10196,8376,8091,1140
3169,10216,8326,8091,1148
3170,10263,8396,8086,1138
3171,10309,8402,8111,1144
3172,10253,8425,8068,1142
3173,10198,8454,8076,1150
3174,10227,8350,8099,1151
3175,10019,8362,8089,1155
3176,10301,8384,8154,1147
3177,10289,8404,8213,1156
3178,10260,8414,8130,1167
3179,10241,8411,8144,1163
3180,10257,8396,8139,1157
3181,10122,8350,8146,1148
3182,10190,8331,8135,1152
3183,10173,8337,8140,1146
3184,10236,8310,8163,1156
3185,10290,8347,8157,1150
3186,10212,8403,8142,1167
3187,10268,8437,8199,1172
3188,10241,8415,8151,1181
3189,10264,8424,8168,1175
3190,10261,8431,8162,1182
3191,10331,8399,8189,1161
3192,10437,8429,8243,1163
3193,10206,8438,8181,1175
3194,10259,8475,8206,1157
3195,10346,8453,8221,1187
3196,10301,8468,8246,1177
3197,10227,8370,8249,1179
3198,10151,8378,8203,1195
3199,10415,8383,8314,1179
3200,10187,8431,8254,1190
3201,10211,8459,8209,1220
3202,10288,8469,8204,1208
3203,10345,8472,8209,1187
3204,10191,8406,8176,1175
3205,10250,8364,8192,1185
3206,10365,8396,8209,1188
3207,10294,8389,8211,1184
3208,10243,8319,8237,1179
3209,10219,8265,8215,1191
3210,10223,8266,8245,1187
3211,10285,8276,8297,1173
3212,10324,8222,8288,1181
3213,10309,8271,8233,1207
3214,10307,8286,8215,1201
3215,10218,8272,8166,1209
3216,10315,8310,8147,1198
3217,10207,8286,8163,1195
3218,10300,8257,8146,1180
3219,10328,8252,8072,1184
3220,10244,8276,8047,1197
3221,10181,8336,8103,1214
3222,10324,8289,8124,1212
3223,10291,8333,8130,1213
3224,10261,8354,8172,1220
3225,10301,8345,8222,1218
3226,10426,8358,8175,1213
3227,10339,8336,8138,1195
3228,10275,8408,8177,1203
3229,10283,8387,8171,1197
3230,10267,8351,8195,1190
3231,10248,8374,8209,1175
3232,10333,8417,8225,1186
3233,10159,8404,8199,1192
3234,10355,8377,8166,1206
3235,10485,8356,8216,1219
3236,10310,8359,8209,1208
3237,10292,8395,8178,1219
3238,10239,8344,8178,1224
3239,10358,8371,8211,1210
3240,10189,8340,8159,1208
3241,10392,8375,8161,1212
3242,10367,8365,8128,1206
3243,10383,8427,8160,1219
3244,10289,8344,8099,1201
3245,10374,8368,8122,1205
3246,10300,8358,8113,1184
3247,10222,8304,8044,1173
3248,10272,8295,8128,1186
3249,10328,8283,8148,1193
3250,10319,8267,8163,1182
3251,10369,8319,8168,1168
3252,10346,8298,8197,1176
3253,10296,8299,8160,1163
3254,10329,8293,8210,1165
3255,10268,8273,8194,1168
3256,10341,8302,8185,1198
3257,10349,8344,8200,1194
3258,10291,8339,8206,1185
3259,10322,8295,8214,1175
3260,10350,8340,8285,1157
3261,10388,8322,8274,1171
3262,10423,8333,8317,1172
3263,10337,8317,8264,1174
3264,10265,8338,8238,1176
3265,10363,8298,8230,1200
3266,10266,8281,8256,1197
3267,10387,8298,8286,1199
3268,10389,8270,8308,1201
3269,10257,8299,8255,1192
3270,10292,8383,8274,1207
3271,10309,8364,8314,1210
3272,10370,8365,8351,1205
3273,10325,8335,8344,1189
3274,10401,8419,8416,1186
3275,10258,8377,8407,1198
3276,10426,8357,8395,1191
3277,10305,8361,8373,1199
3278,10347,8368,8351,1199
3279,10366,8392,8355,1202
3280,10303,8357,8307,1208
3281,10417,8374,8305,1197
3282,10311,8265,8301,1193
3283,10289,8331,8340,1202
3284,10444,8369,8414,1209
3285,10302,8329,8337,1211
3286,10363,8341,8346,1205
3287,10304,8283,8340,1189
3288,10325,8316,8416,1215
3289,10415,8256,8420,1222
3290,10426,8293,8399,1220
3291,10367,8329,8329,1211
3292,10461,8314,8341,1213
3293,10272,8301,8307,1223
3294,10342,8346,8273,1218
3295,10248,8335,8230,1218
3296,10246,8294,8226,1216
3297,10383,8316,8296,1210
3298,10384,8303,8254,1209
3299,10421,8344,8272,1201
3300,10326,8354,8250,1186
3301,10487,8332,8275,1195
3302,10316,8322,8306,1201
3303,10402,8304,8309,1192
3304,10344,8266,8229,1198
3305,10343,8273,8174,1196
3306,10273,8290,8215,1189
3307,10329,8300,8278,1195
3308,10488,8315,8267,1204
3309,10220,8246,8231,1209
3310,10396,8273,8210,1233
3311,10324,8323,8191,1229
3312,10365,8311,8221,1213
3313,10327,8264,8207,1218
3314,10419,8306,8272,1232
3315,10403,8383,8258,1218
3316,10279,8338,8253,1231
3317,10254,8356,8243,1227
3318,10388,8372,8322,1218
3319,10330,8388,8322,1223
3320,10286,8345,8316,1227
3321,10343,8331,8288,1233
3322,10290,8292,8263,1229
3323,10421,8333,8204,1229
3324,10281,8316,8237,1222
3325,10339,8332,8214,1206
3326,10394,8313,8284,1202
3327,10299,8267,8274,1208
3328,10293,8285,8237,1200
3329,10301,8288,8175,1218
3330,10439,8350,8187,1217
3331,10376,8297,8156,1202
3332,10326,8319,8161,1214
3333,10373,8356,8209,1216
3334,10380,8353,8235,1213
3335,10435,8360,8212,1213
3336,10327,8352,8202,1215
3337,10559,8346,8286,1217
3338,10374,8310,8304,1220
3339,10267,8345,8258,1215
3340,10327,8352,8248,1215
3341,10255,8376,8231,1207
3342,10501,8392,8275,1193
3343,10399,8436,8288,1208
3344,10425,8444,8272,1210
3345,10300,8383,8239,1209
3346,10310,8374,8273,1196
3347,10307,8401,8297,1194
3348,10220,8396,8304,1192
3349,10347,8387,8355,1174
3350,10416,8400,8373,1183
3351,10331,8413,8373,1200
3352,10300,8389,8368,1189
3353,10409,8424,8389,1206
3354,10390,8436,8334,1205
3355,10302,8351,8303,1199
3356,10291,8368,8292,1208
3357,10434,8363,8251,1204
3358,10405,8349,8259,1213
3359,10247,8371,8290,1202
3360,10371,8471,8311,1193
3361,10346,8491,8319,1207
3362,10485,8502,8240,1221
3363,10463,8471,8269,1227
3364,10333,8477,8242,1224
3365,10319,8426,8230,1229
3366,10310,8443,8249,1224
3367,10401,8392,8180,1225
3368,10273,8461,8210,1204
3369,10289,8461,8196,1219
3370,10275,8451,8209,1213
3371,10317,8449,8206,1214
3372,10306,8422,8161,1218
3373,10281,8450,8199,1219
3374,10473,8455,8280,1223
3375,10237,8465,8258,1231
3376,10370,8451,8263,1211
3377,10392,8492,8249,1209
3378,10436,8515,8248,1194
3379,10371,8498,8240,1203
3380,10318,8522,8275,1209
3381,10372,8486,8261,1206
3382,10477,8479,8279,1199
3383,10382,8569,8336,1211
3384,10367,8550,8311,1207
3385,10489,8521,8320,1210
3386,10308,8563,8293,1212
3387,10364,8544,8245,1219
3388,10360,8547,8266,1220
3389,10443,8524,8273,1222
3390,10305,8517,8244,1220
3391,10315,8473,8221,1221
3392,10451,8459,8277,1217
3393,10389,8544,8280,1213
3394,10366,8505,8288,1192
3395,10311,8495,8263,1193
3396,10346,8499,8263,1193
3397,10361,8495,8313,1200
3398,10453,8523,8370,1207
3399,10473,8578,8333,1205
3400,10328,8544,8341,1202
3401,10469,8577,8343,1205
3402,10232,8527,8257,1188
3403,10293,8521,8361,1194
3404,10367,8451,8268,1188
3405,10362,8441,8263,1169
3406,10277,8420,8239,1161
3407,10479,8405,8311,1163
3408,10278,8394,8327,1166
3409,10354,8413,8352,1163
3410,10387,8388,8326,1171
3411,10374,8374,8280,1159
3412,10361,8353,8310,1167
3413,10471,8427,8286,1184
3414,10498,8478,8348,1177
3415,10464,8486,8372,1187
3416,10348,8439,8317,1179
3417,10377,8464,8352,1176
3418,10405,8429,8332,1197
3419,10440,8415,8328,1195
3420,10408,8425,8358,1201
3421,10466,8414,8358,1184
3422,10450,8398,8338,1192
3423,10346,8387,8301,1172
3424,10488,8416,8332,1171
3425,10301,8464,8290,1172
3426,10351,8455,8317,1189
3427,10265,8465,8283,1193
3428,10418,8500,8258,1194
3429,10328,8536,8252,1186
3430,10480,8516,8281,1190
3431,10348,8484,8306,1186
3432,10347,8456,8319,1192
3433,10439,8409,8332,1196
3434,10387,8415,8278,1198
3435,10391,8452,8267,1209
3436,10428,8467,8226,1213
3437,10438,8504,8260,1203
3438,10439,8541,8258,1223
3439,10362,8527,8312,1229
3440,10324,8504,8359,1214
3441,10404,8534,8362,1212
3442,10530,8571,8376,1218
3443,10378,8498,8342,1212
3444,10404,8536,8343,1210
3445,10344,8483,8349,1190
3446,10375,8450,8291,1200
3447,10324,8385,8257,1184
3448,10447,8357,8279,1181
3449,10286,8314,8293,1177
3450,10472,8296,8336,1197
3451,10478,8327,8253,1197
3452,10309,8275,8258,1185
3453,10467,8329,8277,1160
3454,10306,8293,8247,1186
3455,10462,8311,8272,1193
3456,10357,8299,8239,1197
3457,10378,8301,8250,1213
3458,10443,8370,8277,1215
3459,10356,8334,8240,1212
3460,10516,8350,8242,1212
3461,10290,8350,8226,1210
3462,10306,8369,8197,1210
3463,10469,8383,8226,1220
3464,10211,8378,8223,1203
3465,10399,8410,8195,1204
3466,10440,8429,8281,1193
3467,10352,8431,8242,1180
3468,10345,8436,8222,1184
3469,10402,8393,8204,1175
3470,10378,8439,8220,1175
3471,10439,8407,8265,1171
3472,10459,8383,8340,1170
3473,10477,8410,8319,1170
3474,10432,8373,8354,1160
3475,10379,8400,8329,1155
3476,10445,8425,8331,1146
3477,10470,8406,8295,1147
3478,10259,8361,8299,1140
3479,10473,8414,8236,1123
3480,10429,8395,8221,1149
3481,10430,8352,8234,1159
3482,10532,8398,8278,1158
3483,10447,8433,8312,1158
3484,10488,8503,8338,1153
3485,10413,8479,8302,1166
3486,10390,8455,8331,1161
3487,10463,8416,8313,1157
3488,10348,8401,8291,1157
3489,10520,8464,8267,1171
3490,10478,8374,8274,1163
3491,10447,8394,8298,1172
3492,10411,8360,8224,1163
3493,10418,8325,8164,1151
3494,10405,8370,8151,1154
3495,10347,8310,8213,1151
3496,10478,8300,8222,1167
3497,10520,8361,8267,1175
3498,10497,8314,8247,1162
3499,10423,8325,8312,1178
3500,10386,8405,8302,1175
3501,10414,8416,8308,1189
3502,10388,8378,8296,1185
3503,10454,8369,8257,1161
3504,10382,8382,8234,1167
3505,10469,8377,8211,1156
3506,10540,8351,8164,1179
3507,10484,8367,8192,1156
3508,10398,8372,8121,1157
3509,10449,8372,8140,1169
3510,10431,8367,8181,1148
3511,10581,8419,8240,1153
3512,10284,8345,8179,1145
3513,10444,8397,8152,1141
3514,10479,8414,8155,1144
3515,10468,8461,8230,1140
3516,10499,8510,8228,1159
3517,10384,8509,8170,1157
3518,10404,8495,8195,1146
3519,10405,8549,8223,1153
3520,10468,8559,8283,1152
3521,10439,8563,8273,1146
3522,10524,8501,8280,1146
3523,10443,8500,8261,1151
3524,10384,8479,8218,1147
3525,10459,8488,8237,1154
3526,10513,8469,8235,1151
3527,10502,8512,8247,1158
3528,10492,8486,8168,1166
3529,10339,8503,8167,1171
3530,10379,8501,8145,1156
3531,10349,8517,8147,1145
3532,10479,8521,8113,1177
3533,10462,8500,8146,1158
3534,10529,8543,8232,1148
3535,10483,8550,8229,1142
3536,10476,8555,8267,1127
3537,10356,8522,8241,1128
3538,10416,8553,8292,1140
3539,10488,8634,8291,1141
3540,10564,8693,8323,1147
3541,10516,8690,8261,1141
3542,10444,8646,8268,1128
3543,10513,8646,8267,1142
3544,10521,8595,8228,1149
3545,10449,8582,8179,1145
3546,10512,8529,8238,1157
3547,10499,8546,8277,1161
3548,10473,8484,8304,1166
3549,10489,8483,8311,1174
3550,10471,8498,8287,1175
3551,10395,8486,8300,1162
3552,10459,8524,8335,1163
3553,10347,8484,8315,1157
3554,10521,8501,8287,1168
3555,10346,8417,8297,1156
3556,10476,8479,8297,1159
3557,10403,8484,8311,1164
3558,10478,8501,8342,1157
3559,10516,8583,8360,1158
3560,10356,8548,8319,1167
3561,10432,8604,8357,1161
3562,10398,8575,8351,1160
3563,10500,8563,8359,1162
3564,10484,8597,8355,1172
3565,10351,8639,8395,1195
3566,10491,8647,8430,1199
3567,10472,8629,8433,1194
3568,10414,8536,8422,1195
3569,10506,8532,8415,1201
3570,10343,8477,8341,1188
3571,10548,8508,8364,1190
3572,10438,8492,8374,1201
3573,10500,8570,8342,1204
3574,10448,8519,8349,1190
3575,10580,8521,8408,1189
3576,10511,8514,8377,1187
3577,10412,8504,8371,1195
3578,10684,8538,8404,1192
3579,10554,8513,8371,1183
3580,10580,8558,8442,1173
3581,10312,8483,8403,1184
3582,10449,8520,8398,1180
3583,10465,8509,8432,1172
3584,10412,8510,8380,1173
3585,10514,8513,8405,1179
3586,10432,8471,8362,1179
3587,10403,8482,8332,1176
3588,10522,8488,8319,1180
3589,10320,8531,8341,1186
3590,10364,8530,8359,1186
3591,10477,8547,8387,1188
3592,10470,8530,8330,1183
3593,10413,8570,8305,1194
3594,10476,8564,8367,1191
3595,10462,8574,8367,1177
3596,10534,8563,8428,1166
3597,10379,8529,8435,1165
3598,10532,8542,8427,1153
3599,10598,8538,8409,1142
3600,10568,8522,8425,1155
3601,10417,8474,8407,1155
3602,10550,8490,8454,1162
3603,10548,8511,8423,1165
3604,10493,8542,8427,1156
3605,10486,8494,8405,1152
3606,10525,8513,8434,1164
3607,10515,8478,8394,1164
3608,10513,8482,8299,1175
3609,10319,8416,8259,1178
3610,10428,8402,8231,1190
3611,10607,8406,8269,1200
3612,10504,8451,8323,1196
3613,10508,8488,8288,1205
3614,10547,8482,8317,1201
3615,10509,8506,8303,1196
3616,10459,8505,8265,1195
3617,10459,8503,8265,1186
3618,10469,8546,8259,1199
3619,10506,8565,8289,1211
3620,10373,8558,8321,1198
3621,10499,8522,8309,1180
3622,10389,8471,8274,1174
3623,10534,8462,8290,1165
3624,10510,8486,8350,1155
3625,10666,8500,8355,1163
3626,10483,8496,8303,1150
3627,10523,8487,8303,1174
3628,10581,8523,8383,1161
3629,10433,8459,8392,1166
3630,10423,8441,8370,1160
3631,10357,8424,8330,1157
3632,10459,8399,8347,1169
3633,10417,8424,8303,1170
3634,10573,8421,8331,1169
3635,10598,8409,8370,1174
3636,10566,8434,8391,1177
3637,10527,8410,8417,1163
3638,10458,8451,8464,1157
3639,10497,8505,8437,1165
3640,10313,8512,8365,1172
3641,10523,8555,8388,1177
3642,10538,8633,8404,1164
3643,10548,8640,8430,1154
3644,10485,8634,8454,1167
3645,10638,8656,8425,1174
3646,10472,8624,8382,1157
3647,10416,8615,8397,1161
3648,10488,8565,8399,1157
3649,10651,8619,8412,1147
3650,10376,8604,8399,1142
3651,10481,8598,8401,1132
3652,10581,8559,8403,1124
3653,10553,8608,8453,1134
3654,10637,8658,8490,1151
3655,10406,8655,8419,1149
3656,10502,8678,8363,1159
3657,10436,8639,8368,1151
3658,10487,8663,8331,1172
3659,10588,8684,8348,1185
3660,10531,8627,8380,1189
3661,10558,8643,8408,1191
3662,10508,8612,8386,1194
3663,10572,8642,8307,1195
3664,10575,8600,8340,1194
3665,10579,8612,8307,1179
3666,10531,8597,8330,1179
3667,10587,8545,8338,1182
3668,10480,8513,8334,1184
3669,10546,8539,8313,1182
3670,10339,8481,8333,1181
3671,10406,8495,8385,1185
3672,10437,8499,8400,1177
3673,10410,8540,8409,1194
3674,10509,8520,8389,1190
3675,10515,8517,8356,1198
3676,10414,8469,8381,1167
3677,10501,8484,8376,1177
3678,10508,8473,8328,1168
3679,10555,8486,8367,1158
3680,10563,8475,8350,1163
3681,10368,8397,8307,1143
3682,10501,8438,8321,1152
3683,10460,8464,8283,1170
3684,10512,8482,8305,1175
3685,10507,8515,8391,1186
3686,10474,8475,8359,1178
3687,10456,8474,8384,1188
3688,10460,8488,8398,1178
3689,10468,8585,8391,1191
3690,10433,8580,8340,1191
3691,10540,8596,8335,1197
3692,10549,8597,8420,1206
3693,10556,8548,8377,1203
3694,10532,8548,8352,1196
3695,10541,8573,8381,1204
3696,10450,8595,8362,1206
3697,10488,8573,8395,1215
3698,10425,8567,8347,1213
3699,10463,8521,8335,1220
3700,10430,8498,8319,1212
3701,10609,8513,8359,1203
3702,10510,8512,8365,1218
3703,10455,8494,8356,1234
3704,10487,8518,8403,1216
3705,10575,8573,8414,1215
3706,10368,8557,8314,1204
3707,10588,8560,8303,1201
3708,10602,8535,8314,1204
3709,10634,8544,8365,1223
3710,10343,8491,8346,1198
3711,10677,8558,8386,1185
3712,10528,8465,8333,1167
3713,10545,8491,8311,1171
3714,10537,8517,8342,1169
3715,10534,8473,8365,1180
3716,10549,8473,8289,1195
3717,10568,8447,8276,1191
3718,10548,8491,8251,1196
3719,10439,8416,8218,1190
3720,10662,8437,8243,1186
3721,10471,8430,8204,1171
3722,10418,8414,8254,1166
3723,10554,8419,8331,1159
3724,10511,8420,8388,1162
3725,10395,8383,8368,1158
